balPayments,expDlr,expWgt,hsCd,impDlr,impWgt,statCd,statCdCntnKor1,statKor,year,country,hs_input,error,hs_prefix
-79873.0,0.0,0.0,-,79873.0,5939.0,-,-,-,총계,US,310100,,-
-3300.0,0.0,0.0,3101002000,3300.0,170.0,US,미국,천연 비료,2024.06,US,310100,,310100
-1679.0,0.0,0.0,3101002000,1679.0,78.0,US,미국,천연 비료,2024.07,US,310100,,310100
-6494.0,0.0,0.0,3101002000,6494.0,477.0,US,미국,천연 비료,2024.08,US,310100,,310100
-1467.0,0.0,0.0,3101002000,1467.0,90.0,US,미국,천연 비료,2024.09,US,310100,,310100
-9895.0,0.0,0.0,3101002000,9895.0,511.0,US,미국,천연 비료,2024.10,US,310100,,310100
-8900.0,0.0,0.0,3101003000,8900.0,1000.0,US,미국,천연 비료,2024.10,US,310100,,310100
-1281.0,0.0,0.0,3101002000,1281.0,67.0,US,미국,천연 비료,2024.11,US,310100,,310100
-1430.0,0.0,0.0,3101002000,1430.0,117.0,US,미국,천연 비료,2024.12,US,310100,,310100
-3376.0,0.0,0.0,3101002000,3376.0,184.0,US,미국,천연 비료,2025.01,US,310100,,310100
-1872.0,0.0,0.0,3101002000,1872.0,71.0,US,미국,천연 비료,2025.02,US,310100,,310100
-2461.0,0.0,0.0,3101002000,2461.0,148.0,US,미국,천연 비료,2025.03,US,310100,,310100
-235.0,0.0,0.0,3101003000,235.0,3.0,US,미국,천연 비료,2025.03,US,310100,,310100
-2402.0,0.0,0.0,3101002000,2402.0,81.0,US,미국,천연 비료,2025.04,US,310100,,310100
-12418.0,0.0,0.0,3101003000,12418.0,454.0,US,미국,천연 비료,2025.04,US,310100,,310100
-3818.0,0.0,0.0,3101002000,3818.0,417.0,US,미국,천연 비료,2025.05,US,310100,,310100
-18845.0,0.0,0.0,3101003000,18845.0,2071.0,US,미국,천연 비료,2025.05,US,310100,,310100
-24133232.0,2949693.0,709305.0,-,27082925.0,4491444.0,-,-,-,총계,US,340290,,-
-331998.0,143233.0,44710.0,3402901000,475231.0,45664.0,US,미국,천연 성분 세제,2024.06,US,340290,,340290
-122552.0,3524.0,1529.0,3402902000,126076.0,15112.0,US,미국,천연 성분 세제,2024.06,US,340290,,340290
-1100706.0,282530.0,38662.0,3402903000,1383236.0,203123.0,US,미국,천연 성분 세제,2024.06,US,340290,,340290
-875909.0,149760.0,38437.0,3402901000,1025669.0,96822.0,US,미국,천연 성분 세제,2024.07,US,340290,,340290
-45051.0,4199.0,282.0,3402902000,49250.0,4492.0,US,미국,천연 성분 세제,2024.07,US,340290,,340290
-741037.0,165455.0,44564.0,3402903000,906492.0,118173.0,US,미국,천연 성분 세제,2024.07,US,340290,,340290
-686675.0,169533.0,49295.0,3402901000,856208.0,158301.0,US,미국,천연 성분 세제,2024.08,US,340290,,340290
-96059.0,8414.0,1401.0,3402902000,104473.0,12987.0,US,미국,천연 성분 세제,2024.08,US,340290,,340290
-1414157.0,88784.0,8848.0,3402903000,1502941.0,190006.0,US,미국,천연 성분 세제,2024.08,US,340290,,340290
-663550.0,223538.0,54792.0,3402901000,887088.0,98837.0,US,미국,천연 성분 세제,2024.09,US,340290,,340290
-70664.0,6088.0,1549.0,3402902000,76752.0,6857.0,US,미국,천연 성분 세제,2024.09,US,340290,,340290
-1416766.0,88310.0,18425.0,3402903000,1505076.0,285945.0,US,미국,천연 성분 세제,2024.09,US,340290,,340290
-954016.0,42358.0,15800.0,3402901000,996374.0,129870.0,US,미국,천연 성분 세제,2024.10,US,340290,,340290
-202306.0,1080.0,300.0,3402902000,203386.0,33547.0,US,미국,천연 성분 세제,2024.10,US,340290,,340290
-1344608.0,45396.0,5357.0,3402903000,1390004.0,182015.0,US,미국,천연 성분 세제,2024.10,US,340290,,340290
-515605.0,111276.0,45480.0,3402901000,626881.0,91647.0,US,미국,천연 성분 세제,2024.11,US,340290,,340290
-46960.0,15569.0,1003.0,3402902000,62529.0,4356.0,US,미국,천연 성분 세제,2024.11,US,340290,,340290
-1149351.0,4248.0,1104.0,3402903000,1153599.0,139402.0,US,미국,천연 성분 세제,2024.11,US,340290,,340290
-676694.0,14590.0,6084.0,3402901000,691284.0,47263.0,US,미국,천연 성분 세제,2024.12,US,340290,,340290
-37952.0,13622.0,10262.0,3402902000,51574.0,3647.0,US,미국,천연 성분 세제,2024.12,US,340290,,340290
-658788.0,25719.0,4611.0,3402903000,684507.0,118908.0,US,미국,천연 성분 세제,2024.12,US,340290,,340290
-606539.0,111850.0,33185.0,3402901000,718389.0,103104.0,US,미국,천연 성분 세제,2025.01,US,340290,,340290
-90252.0,2832.0,869.0,3402902000,93084.0,6237.0,US,미국,천연 성분 세제,2025.01,US,340290,,340290
-797165.0,31242.0,2730.0,3402903000,828407.0,158484.0,US,미국,천연 성분 세제,2025.01,US,340290,,340290
-464699.0,199644.0,25603.0,3402901000,664343.0,120789.0,US,미국,천연 성분 세제,2025.02,US,340290,,340290
-74979.0,4216.0,337.0,3402902000,79195.0,5464.0,US,미국,천연 성분 세제,2025.02,US,340290,,340290
-852253.0,139881.0,24809.0,3402903000,992134.0,120839.0,US,미국,천연 성분 세제,2025.02,US,340290,,340290
-1921349.0,81204.0,27370.0,3402901000,2002553.0,580342.0,US,미국,천연 성분 세제,2025.03,US,340290,,340290
-49574.0,14920.0,2535.0,3402902000,64494.0,5680.0,US,미국,천연 성분 세제,2025.03,US,340290,,340290
-798999.0,70205.0,20027.0,3402903000,869204.0,179308.0,US,미국,천연 성분 세제,2025.03,US,340290,,340290
-1580019.0,215324.0,55178.0,3402901000,1795343.0,469745.0,US,미국,천연 성분 세제,2025.04,US,340290,,340290
-60417.0,10677.0,737.0,3402902000,71094.0,16603.0,US,미국,천연 성분 세제,2025.04,US,340290,,340290
-1043795.0,123840.0,18610.0,3402903000,1167635.0,167408.0,US,미국,천연 성분 세제,2025.04,US,340290,,340290
-1319888.0,234585.0,72682.0,3402901000,1554473.0,353916.0,US,미국,천연 성분 세제,2025.05,US,340290,,340290
-35731.0,8129.0,335.0,3402902000,43860.0,4924.0,US,미국,천연 성분 세제,2025.05,US,340290,,340290
-1286169.0,93918.0,31800.0,3402903000,1380087.0,211630.0,US,미국,천연 성분 세제,2025.05,US,340290,,340290
20113272.0,22236298.0,1981341.0,-,2123026.0,200272.0,-,-,-,총계,US,392490,,-
-4839.0,236.0,156.0,3924902000,5075.0,150.0,US,미국,실리콘 식기/빨대,2024.06,US,392490,,392490
1895167.0,2097378.0,172161.0,3924909000,202211.0,24139.0,US,미국,실리콘 식기/빨대,2024.06,US,392490,,392490
210.0,210.0,18.0,3924901000,0.0,0.0,US,미국,실리콘 식기/빨대,2024.07,US,392490,,392490
-3439.0,201.0,160.0,3924902000,3640.0,85.0,US,미국,실리콘 식기/빨대,2024.07,US,392490,,392490
1672877.0,1925296.0,199770.0,3924909000,252419.0,24074.0,US,미국,실리콘 식기/빨대,2024.07,US,392490,,392490
79.0,79.0,34.0,3924901000,0.0,0.0,US,미국,실리콘 식기/빨대,2024.08,US,392490,,392490
1417.0,1417.0,65.0,3924902000,0.0,0.0,US,미국,실리콘 식기/빨대,2024.08,US,392490,,392490
2148748.0,2248857.0,227477.0,3924909000,100109.0,7320.0,US,미국,실리콘 식기/빨대,2024.08,US,392490,,392490
61.0,76.0,10.0,3924901000,15.0,10.0,US,미국,실리콘 식기/빨대,2024.09,US,392490,,392490
-2978.0,0.0,2.0,3924902000,2978.0,97.0,US,미국,실리콘 식기/빨대,2024.09,US,392490,,392490
1392751.0,1514775.0,144634.0,3924909000,122024.0,9516.0,US,미국,실리콘 식기/빨대,2024.09,US,392490,,392490
-1831.0,65.0,21.0,3924901000,1896.0,120.0,US,미국,실리콘 식기/빨대,2024.10,US,392490,,392490
286.0,286.0,134.0,3924902000,0.0,0.0,US,미국,실리콘 식기/빨대,2024.10,US,392490,,392490
1124923.0,1315143.0,137572.0,3924909000,190220.0,17796.0,US,미국,실리콘 식기/빨대,2024.10,US,392490,,392490
1565.0,1565.0,437.0,3924901000,0.0,0.0,US,미국,실리콘 식기/빨대,2024.11,US,392490,,392490
-1421.0,0.0,0.0,3924902000,1421.0,32.0,US,미국,실리콘 식기/빨대,2024.11,US,392490,,392490
1643961.0,1778450.0,136867.0,3924909000,134489.0,9311.0,US,미국,실리콘 식기/빨대,2024.11,US,392490,,392490
272.0,317.0,56.0,3924901000,45.0,2.0,US,미국,실리콘 식기/빨대,2024.12,US,392490,,392490
-2757.0,121.0,8.0,3924902000,2878.0,71.0,US,미국,실리콘 식기/빨대,2024.12,US,392490,,392490
1951282.0,2072401.0,182039.0,3924909000,121119.0,9848.0,US,미국,실리콘 식기/빨대,2024.12,US,392490,,392490
5313.0,5313.0,99.0,3924901000,0.0,0.0,US,미국,실리콘 식기/빨대,2025.01,US,392490,,392490
870.0,870.0,23.0,3924902000,0.0,0.0,US,미국,실리콘 식기/빨대,2025.01,US,392490,,392490
1863304.0,1971511.0,154000.0,3924909000,108207.0,9917.0,US,미국,실리콘 식기/빨대,2025.01,US,392490,,392490
6139.0,6139.0,1050.0,3924901000,0.0,0.0,US,미국,실리콘 식기/빨대,2025.02,US,392490,,392490
-1084.0,138.0,16.0,3924902000,1222.0,42.0,US,미국,실리콘 식기/빨대,2025.02,US,392490,,392490
1636707.0,1806571.0,143505.0,3924909000,169864.0,21671.0,US,미국,실리콘 식기/빨대,2025.02,US,392490,,392490
298.0,308.0,44.0,3924901000,10.0,2.0,US,미국,실리콘 식기/빨대,2025.03,US,392490,,392490
537.0,537.0,14.0,3924902000,0.0,0.0,US,미국,실리콘 식기/빨대,2025.03,US,392490,,392490
1247629.0,1501272.0,163123.0,3924909000,253643.0,24072.0,US,미국,실리콘 식기/빨대,2025.03,US,392490,,392490
107.0,112.0,56.0,3924901000,5.0,1.0,US,미국,실리콘 식기/빨대,2025.04,US,392490,,392490
-7266.0,166.0,3.0,3924902000,7432.0,187.0,US,미국,실리콘 식기/빨대,2025.04,US,392490,,392490
1764097.0,1955195.0,154909.0,3924909000,191098.0,18065.0,US,미국,실리콘 식기/빨대,2025.04,US,392490,,392490
266.0,281.0,128.0,3924901000,15.0,1.0,US,미국,실리콘 식기/빨대,2025.05,US,392490,,392490
1135.0,1135.0,501.0,3924902000,0.0,0.0,US,미국,실리콘 식기/빨대,2025.05,US,392490,,392490
1778886.0,2029877.0,162248.0,3924909000,250991.0,23743.0,US,미국,실리콘 식기/빨대,2025.05,US,392490,,392490
-26037.0,1721.0,54.0,-,27758.0,602.0,-,-,-,총계,US,400110,,-
371.0,562.0,17.0,4001100000,191.0,10.0,US,미국,천연 고무 라텍스,2024.06,US,400110,,400110
-2973.0,560.0,18.0,4001100000,3533.0,163.0,US,미국,천연 고무 라텍스,2024.08,US,400110,,400110
-1830.0,0.0,0.0,4001100000,1830.0,20.0,US,미국,천연 고무 라텍스,2024.09,US,400110,,400110
-87.0,39.0,0.0,4001100000,126.0,2.0,US,미국,천연 고무 라텍스,2024.10,US,400110,,400110
-5104.0,0.0,0.0,4001100000,5104.0,150.0,US,미국,천연 고무 라텍스,2024.11,US,400110,,400110
-2970.0,0.0,0.0,4001100000,2970.0,29.0,US,미국,천연 고무 라텍스,2024.12,US,400110,,400110
560.0,560.0,18.0,4001100000,0.0,0.0,US,미국,천연 고무 라텍스,2025.01,US,400110,,400110
-3855.0,0.0,0.0,4001100000,3855.0,27.0,US,미국,천연 고무 라텍스,2025.02,US,400110,,400110
-644.0,0.0,0.0,4001100000,644.0,6.0,US,미국,천연 고무 라텍스,2025.03,US,400110,,400110
-4828.0,0.0,0.0,4001100000,4828.0,31.0,US,미국,천연 고무 라텍스,2025.04,US,400110,,400110
-4677.0,0.0,0.0,4001100000,4677.0,164.0,US,미국,천연 고무 라텍스,2025.05,US,400110,,400110
7092731.0,9260153.0,1644877.0,-,2167422.0,231436.0,-,-,-,총계,US,482390,,-
-10586.0,0.0,0.0,4823902000,10586.0,594.0,US,미국,"종이 빨대, 포장재",2024.06,US,482390,,482390
-1125.0,0.0,0.0,4823909019,1125.0,28.0,US,미국,"종이 빨대, 포장재",2024.06,US,482390,,482390
330191.0,578866.0,199097.0,4823909090,248675.0,33175.0,US,미국,"종이 빨대, 포장재",2024.06,US,482390,,482390
646.0,916.0,9.0,4823901090,270.0,1.0,US,미국,"종이 빨대, 포장재",2024.07,US,482390,,482390
-18751.0,0.0,0.0,4823902000,18751.0,1073.0,US,미국,"종이 빨대, 포장재",2024.07,US,482390,,482390
2540.0,2540.0,333.0,4823909011,0.0,0.0,US,미국,"종이 빨대, 포장재",2024.07,US,482390,,482390
30052.0,30356.0,70.0,4823909019,304.0,17.0,US,미국,"종이 빨대, 포장재",2024.07,US,482390,,482390
80677.0,291566.0,103014.0,4823909090,210889.0,29255.0,US,미국,"종이 빨대, 포장재",2024.07,US,482390,,482390
2226.0,2285.0,24.0,4823901090,59.0,2.0,US,미국,"종이 빨대, 포장재",2024.08,US,482390,,482390
31.0,31.0,2.0,4823903019,0.0,0.0,US,미국,"종이 빨대, 포장재",2024.08,US,482390,,482390
87.0,87.0,2.0,4823903029,0.0,0.0,US,미국,"종이 빨대, 포장재",2024.08,US,482390,,482390
287.0,287.0,5.0,4823903090,0.0,0.0,US,미국,"종이 빨대, 포장재",2024.08,US,482390,,482390
4880.0,4880.0,4733.0,4823909011,0.0,0.0,US,미국,"종이 빨대, 포장재",2024.08,US,482390,,482390
-262.0,0.0,0.0,4823909019,262.0,18.0,US,미국,"종이 빨대, 포장재",2024.08,US,482390,,482390
-140441.0,233271.0,79402.0,4823909090,373712.0,44988.0,US,미국,"종이 빨대, 포장재",2024.08,US,482390,,482390
29.0,29.0,3.0,4823901010,0.0,0.0,US,미국,"종이 빨대, 포장재",2024.09,US,482390,,482390
-15252.0,2321.0,83.0,4823901090,17573.0,79.0,US,미국,"종이 빨대, 포장재",2024.09,US,482390,,482390
-6663.0,361.0,50.0,4823902000,7024.0,349.0,US,미국,"종이 빨대, 포장재",2024.09,US,482390,,482390
162.0,162.0,1.0,4823903029,0.0,0.0,US,미국,"종이 빨대, 포장재",2024.09,US,482390,,482390
76.0,76.0,3.0,4823903090,0.0,0.0,US,미국,"종이 빨대, 포장재",2024.09,US,482390,,482390
5705.0,5705.0,4802.0,4823909011,0.0,0.0,US,미국,"종이 빨대, 포장재",2024.09,US,482390,,482390
-11803.0,10.0,0.0,4823909019,11813.0,1271.0,US,미국,"종이 빨대, 포장재",2024.09,US,482390,,482390
151036.0,316551.0,105665.0,4823909090,165515.0,18660.0,US,미국,"종이 빨대, 포장재",2024.09,US,482390,,482390
-126.0,0.0,0.0,4823901010,126.0,1.0,US,미국,"종이 빨대, 포장재",2024.10,US,482390,,482390
176.0,176.0,4.0,4823901090,0.0,0.0,US,미국,"종이 빨대, 포장재",2024.10,US,482390,,482390
-170.0,0.0,0.0,4823902000,170.0,5.0,US,미국,"종이 빨대, 포장재",2024.10,US,482390,,482390
453.0,453.0,91.0,4823903029,0.0,0.0,US,미국,"종이 빨대, 포장재",2024.10,US,482390,,482390
13.0,13.0,2.0,4823903090,0.0,0.0,US,미국,"종이 빨대, 포장재",2024.10,US,482390,,482390
1530.0,1530.0,1000.0,4823909011,0.0,0.0,US,미국,"종이 빨대, 포장재",2024.10,US,482390,,482390
-873.0,0.0,0.0,4823909019,873.0,52.0,US,미국,"종이 빨대, 포장재",2024.10,US,482390,,482390
246364.0,299437.0,122096.0,4823909090,53073.0,2916.0,US,미국,"종이 빨대, 포장재",2024.10,US,482390,,482390
4925.0,4936.0,48.0,4823901090,11.0,1.0,US,미국,"종이 빨대, 포장재",2024.11,US,482390,,482390
1.0,1.0,0.0,4823903029,0.0,0.0,US,미국,"종이 빨대, 포장재",2024.11,US,482390,,482390
149.0,149.0,2.0,4823903090,0.0,0.0,US,미국,"종이 빨대, 포장재",2024.11,US,482390,,482390
3293.0,5150.0,3750.0,4823909011,1857.0,39.0,US,미국,"종이 빨대, 포장재",2024.11,US,482390,,482390
1731.0,2000.0,400.0,4823909019,269.0,13.0,US,미국,"종이 빨대, 포장재",2024.11,US,482390,,482390
126835.0,318387.0,85116.0,4823909090,191552.0,21877.0,US,미국,"종이 빨대, 포장재",2024.11,US,482390,,482390
-6.0,0.0,0.0,4823901090,6.0,1.0,US,미국,"종이 빨대, 포장재",2024.12,US,482390,,482390
-4.0,0.0,0.0,4823903029,4.0,0.0,US,미국,"종이 빨대, 포장재",2024.12,US,482390,,482390
68.0,97.0,10.0,4823909011,29.0,0.0,US,미국,"종이 빨대, 포장재",2024.12,US,482390,,482390
-1121.0,0.0,0.0,4823909019,1121.0,48.0,US,미국,"종이 빨대, 포장재",2024.12,US,482390,,482390
193492.0,321467.0,135907.0,4823909090,127975.0,10470.0,US,미국,"종이 빨대, 포장재",2024.12,US,482390,,482390
1520.0,1520.0,0.0,4823901090,0.0,0.0,US,미국,"종이 빨대, 포장재",2025.01,US,482390,,482390
-58.0,0.0,0.0,4823903019,58.0,0.0,US,미국,"종이 빨대, 포장재",2025.01,US,482390,,482390
169.0,169.0,2.0,4823903090,0.0,0.0,US,미국,"종이 빨대, 포장재",2025.01,US,482390,,482390
7360.0,7360.0,2200.0,4823909011,0.0,0.0,US,미국,"종이 빨대, 포장재",2025.01,US,482390,,482390
-51.0,472.0,7.0,4823909019,523.0,11.0,US,미국,"종이 빨대, 포장재",2025.01,US,482390,,482390
265940.0,317093.0,103756.0,4823909090,51153.0,7982.0,US,미국,"종이 빨대, 포장재",2025.01,US,482390,,482390
514.0,514.0,51.0,4823901090,0.0,0.0,US,미국,"종이 빨대, 포장재",2025.02,US,482390,,482390
-12905.0,0.0,0.0,4823902000,12905.0,535.0,US,미국,"종이 빨대, 포장재",2025.02,US,482390,,482390
42.0,42.0,1.0,4823903029,0.0,0.0,US,미국,"종이 빨대, 포장재",2025.02,US,482390,,482390
135.0,135.0,2.0,4823903090,0.0,0.0,US,미국,"종이 빨대, 포장재",2025.02,US,482390,,482390
13837.0,13837.0,4278.0,4823909011,0.0,0.0,US,미국,"종이 빨대, 포장재",2025.02,US,482390,,482390
-2131.0,2100.0,420.0,4823909019,4231.0,184.0,US,미국,"종이 빨대, 포장재",2025.02,US,482390,,482390
362760.0,427160.0,163505.0,4823909090,64400.0,7839.0,US,미국,"종이 빨대, 포장재",2025.02,US,482390,,482390
1.0,1.0,1.0,4823903090,0.0,0.0,US,미국,"종이 빨대, 포장재",2025.03,US,482390,,482390
4450.0,4450.0,3400.0,4823909011,0.0,0.0,US,미국,"종이 빨대, 포장재",2025.03,US,482390,,482390
-315.0,7.0,1.0,4823909019,322.0,77.0,US,미국,"종이 빨대, 포장재",2025.03,US,482390,,482390
4985858.0,5118341.0,180679.0,4823909090,132483.0,11155.0,US,미국,"종이 빨대, 포장재",2025.03,US,482390,,482390
-43.0,0.0,0.0,4823901090,43.0,6.0,US,미국,"종이 빨대, 포장재",2025.04,US,482390,,482390
-58128.0,0.0,0.0,4823902000,58128.0,2947.0,US,미국,"종이 빨대, 포장재",2025.04,US,482390,,482390
10000.0,10000.0,3430.0,4823909011,0.0,0.0,US,미국,"종이 빨대, 포장재",2025.04,US,482390,,482390
-178.0,23.0,0.0,4823909019,201.0,10.0,US,미국,"종이 빨대, 포장재",2025.04,US,482390,,482390
446123.0,577799.0,209975.0,4823909090,131676.0,16343.0,US,미국,"종이 빨대, 포장재",2025.04,US,482390,,482390
-15823.0,0.0,0.0,4823901090,15823.0,41.0,US,미국,"종이 빨대, 포장재",2025.05,US,482390,,482390
4890.0,4890.0,50.0,4823902000,0.0,0.0,US,미국,"종이 빨대, 포장재",2025.05,US,482390,,482390
3040.0,3040.0,1495.0,4823903011,0.0,0.0,US,미국,"종이 빨대, 포장재",2025.05,US,482390,,482390
1020.0,1472.0,3000.0,4823909011,452.0,25.0,US,미국,"종이 빨대, 포장재",2025.05,US,482390,,482390
-103.0,0.0,0.0,4823909019,103.0,9.0,US,미국,"종이 빨대, 포장재",2025.05,US,482390,,482390
94335.0,345632.0,122900.0,4823909090,251297.0,19339.0,US,미국,"종이 빨대, 포장재",2025.05,US,482390,,482390
-43640411.0,514.0,190.0,-,43640925.0,22280096.0,-,-,-,총계,US,520100,,-
-785.0,0.0,0.0,5201001000,785.0,7.0,US,미국,유기농 면화,2024.06,US,520100,,520100
-352645.0,0.0,0.0,5201009030,352645.0,72365.0,US,미국,유기농 면화,2024.06,US,520100,,520100
-3754028.0,0.0,0.0,5201009050,3754028.0,1727446.0,US,미국,유기농 면화,2024.06,US,520100,,520100
-72.0,0.0,0.0,5201001000,72.0,2.0,US,미국,유기농 면화,2024.07,US,520100,,520100
-195357.0,0.0,0.0,5201009030,195357.0,99327.0,US,미국,유기농 면화,2024.07,US,520100,,520100
-4376167.0,0.0,0.0,5201009050,4376167.0,2138112.0,US,미국,유기농 면화,2024.07,US,520100,,520100
-430.0,0.0,0.0,5201001000,430.0,1.0,US,미국,유기농 면화,2024.08,US,520100,,520100
-137181.0,0.0,0.0,5201009030,137181.0,80276.0,US,미국,유기농 면화,2024.08,US,520100,,520100
-3628812.0,0.0,0.0,5201009050,3628812.0,1765372.0,US,미국,유기농 면화,2024.08,US,520100,,520100
-7.0,0.0,0.0,5201001000,7.0,1.0,US,미국,유기농 면화,2024.09,US,520100,,520100
-5080.0,0.0,0.0,5201009010,5080.0,8.0,US,미국,유기농 면화,2024.09,US,520100,,520100
-34543.0,0.0,0.0,5201009030,34543.0,20213.0,US,미국,유기농 면화,2024.09,US,520100,,520100
-1491170.0,0.0,0.0,5201009050,1491170.0,755983.0,US,미국,유기농 면화,2024.09,US,520100,,520100
-39849.0,0.0,0.0,5201009060,39849.0,19327.0,US,미국,유기농 면화,2024.09,US,520100,,520100
-179.0,0.0,0.0,5201009010,179.0,0.0,US,미국,유기농 면화,2024.10,US,520100,,520100
-901004.0,0.0,0.0,5201009050,901004.0,432193.0,US,미국,유기농 면화,2024.10,US,520100,,520100
51.0,51.0,0.0,5201001000,0.0,0.0,US,미국,유기농 면화,2024.11,US,520100,,520100
-2032287.0,0.0,0.0,5201009050,2032287.0,954634.0,US,미국,유기농 면화,2024.11,US,520100,,520100
-16.0,0.0,0.0,5201009060,16.0,2.0,US,미국,유기농 면화,2024.11,US,520100,,520100
160.0,160.0,1.0,5201001000,0.0,0.0,US,미국,유기농 면화,2024.12,US,520100,,520100
-206442.0,0.0,0.0,5201009030,206442.0,18528.0,US,미국,유기농 면화,2024.12,US,520100,,520100
-2150400.0,0.0,0.0,5201009050,2150400.0,1134306.0,US,미국,유기농 면화,2024.12,US,520100,,520100
60.0,60.0,180.0,5201009060,0.0,0.0,US,미국,유기농 면화,2024.12,US,520100,,520100
-83.0,0.0,0.0,5201001000,83.0,2.0,US,미국,유기농 면화,2025.01,US,520100,,520100
-97259.0,0.0,0.0,5201009030,97259.0,18612.0,US,미국,유기농 면화,2025.01,US,520100,,520100
-2027228.0,0.0,0.0,5201009050,2027228.0,1087040.0,US,미국,유기농 면화,2025.01,US,520100,,520100
-190631.0,0.0,0.0,5201009010,190631.0,36947.0,US,미국,유기농 면화,2025.02,US,520100,,520100
-4191115.0,0.0,0.0,5201009050,4191115.0,2337250.0,US,미국,유기농 면화,2025.02,US,520100,,520100
93.0,93.0,0.0,5201001000,0.0,0.0,US,미국,유기농 면화,2025.03,US,520100,,520100
-94736.0,0.0,0.0,5201009030,94736.0,43117.0,US,미국,유기농 면화,2025.03,US,520100,,520100
-5177990.0,0.0,0.0,5201009050,5177990.0,2650325.0,US,미국,유기농 면화,2025.03,US,520100,,520100
105.0,128.0,1.0,5201001000,23.0,2.0,US,미국,유기농 면화,2025.04,US,520100,,520100
-98199.0,0.0,0.0,5201009010,98199.0,2398.0,US,미국,유기농 면화,2025.04,US,520100,,520100
-6717981.0,0.0,0.0,5201009050,6717981.0,3781124.0,US,미국,유기농 면화,2025.04,US,520100,,520100
22.0,22.0,8.0,5201009060,0.0,0.0,US,미국,유기농 면화,2025.04,US,520100,,520100
-111.0,0.0,0.0,5201001000,111.0,4.0,US,미국,유기농 면화,2025.05,US,520100,,520100
-175109.0,0.0,0.0,5201009030,175109.0,14696.0,US,미국,유기농 면화,2025.05,US,520100,,520100
-5564006.0,0.0,0.0,5201009050,5564006.0,3090475.0,US,미국,유기농 면화,2025.05,US,520100,,520100
-1018035.0,5658677.0,493200.0,-,6676712.0,236084.0,-,-,-,총계,US,680610,,-
115832.0,115832.0,8190.0,6806102000,0.0,0.0,US,미국,"슬래그 울, 단열재",2024.06,US,680610,,680610
-1142144.0,0.0,0.0,6806103000,1142144.0,25670.0,US,미국,"슬래그 울, 단열재",2024.06,US,680610,,680610
95292.0,95292.0,16861.0,6806109000,0.0,0.0,US,미국,"슬래그 울, 단열재",2024.06,US,680610,,680610
17933.0,17933.0,9829.0,6806102000,0.0,0.0,US,미국,"슬래그 울, 단열재",2024.07,US,680610,,680610
608683.0,616281.0,21865.0,6806103000,7598.0,4.0,US,미국,"슬래그 울, 단열재",2024.07,US,680610,,680610
311620.0,314138.0,50699.0,6806109000,2518.0,10.0,US,미국,"슬래그 울, 단열재",2024.07,US,680610,,680610
-2498.0,0.0,0.0,6806101000,2498.0,150.0,US,미국,"슬래그 울, 단열재",2024.08,US,680610,,680610
26121.0,26121.0,19921.0,6806102000,0.0,0.0,US,미국,"슬래그 울, 단열재",2024.08,US,680610,,680610
-953734.0,199694.0,7021.0,6806103000,1153428.0,25937.0,US,미국,"슬래그 울, 단열재",2024.08,US,680610,,680610
12876.0,12876.0,5920.0,6806109000,0.0,0.0,US,미국,"슬래그 울, 단열재",2024.08,US,680610,,680610
28514.0,230651.0,8337.0,6806103000,202137.0,4383.0,US,미국,"슬래그 울, 단열재",2024.09,US,680610,,680610
-20647.0,55395.0,10618.0,6806109000,76042.0,513.0,US,미국,"슬래그 울, 단열재",2024.09,US,680610,,680610
-1795.0,0.0,0.0,6806101000,1795.0,32.0,US,미국,"슬래그 울, 단열재",2024.10,US,680610,,680610
92.0,92.0,490.0,6806102000,0.0,0.0,US,미국,"슬래그 울, 단열재",2024.10,US,680610,,680610
-594567.0,98411.0,3469.0,6806103000,692978.0,15602.0,US,미국,"슬래그 울, 단열재",2024.10,US,680610,,680610
57904.0,62092.0,2120.0,6806109000,4188.0,212.0,US,미국,"슬래그 울, 단열재",2024.10,US,680610,,680610
79168.0,79168.0,43032.0,6806102000,0.0,0.0,US,미국,"슬래그 울, 단열재",2024.11,US,680610,,680610
-156183.0,110956.0,3905.0,6806103000,267139.0,5202.0,US,미국,"슬래그 울, 단열재",2024.11,US,680610,,680610
512947.0,514466.0,86714.0,6806109000,1519.0,51.0,US,미국,"슬래그 울, 단열재",2024.11,US,680610,,680610
1886.0,1886.0,550.0,6806102000,0.0,0.0,US,미국,"슬래그 울, 단열재",2024.12,US,680610,,680610
-217872.0,246903.0,8708.0,6806103000,464775.0,10400.0,US,미국,"슬래그 울, 단열재",2024.12,US,680610,,680610
966133.0,966265.0,62433.0,6806109000,132.0,11.0,US,미국,"슬래그 울, 단열재",2024.12,US,680610,,680610
-103587.0,127364.0,4518.0,6806103000,230951.0,5188.0,US,미국,"슬래그 울, 단열재",2025.01,US,680610,,680610
27576.0,40000.0,15000.0,6806109000,12424.0,215.0,US,미국,"슬래그 울, 단열재",2025.01,US,680610,,680610
-10971.0,0.0,0.0,6806101000,10971.0,1044.0,US,미국,"슬래그 울, 단열재",2025.02,US,680610,,680610
11676.0,11676.0,26.0,6806102000,0.0,0.0,US,미국,"슬래그 울, 단열재",2025.02,US,680610,,680610
-440441.0,208270.0,7402.0,6806103000,648711.0,14622.0,US,미국,"슬래그 울, 단열재",2025.02,US,680610,,680610
